단어,개체명 인식,id,Unnamed: 3
맛집,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
유레카,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
경주,B_LOC,WuIOmSHEMu8,
호텔,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
경주,B_LOC,WuIOmSHEMu8,
여행,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#시즈닝,B_RES,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
경주,B_LOC,WuIOmSHEMu8,
야경,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
월정교,B_TOR,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#동굴과월지,B_TOR,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
안압지,B_TOR,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
경주,B_LOC,WuIOmSHEMu8,
택시,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
서울,B_LOC,WuIOmSHEMu8,
경주,B_LOC,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
경주,B_LOC,WuIOmSHEMu8,
여행,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
경주,B_LOC,WuIOmSHEMu8,
1박2일,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
경주,B_LOC,WuIOmSHEMu8,
여행코스,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
경주,B_LOC,WuIOmSHEMu8,
가볼만한곳,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
경주,B_LOC,WuIOmSHEMu8,
호캉스,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
경주,B_LOC,WuIOmSHEMu8,
숙소,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
경주,B_LOC,WuIOmSHEMu8,
여행추천,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
경주중앙시장,B_TOR,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
#,O,WuIOmSHEMu8,
대남통닭,B_RES,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
??BGM,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
1,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
I,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
Found,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
Me,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
-,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
LAK,O,WuIOmSHEMu8,
EY,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
INSPIRED,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
:,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
htt,O,WuIOmSHEMu8,
ps://,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
Music,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
Playlist,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
by,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
://,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
2,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
Longing,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
Music,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
by,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
Joakim Karud,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
http://,O,WuIOmSHEMu8,
/,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
Music,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
by,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
@,O,WuIOmSHEMu8,
joakimkarudmusic,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
3,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
?Track,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
-,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
Uomii,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
-,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
Empty,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
?,O,WuIOmSHEMu8,
Soundcloud,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
-,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
//,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
?나눔뮤직,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
-,O,WuIOmSHEMu8,
 ,O,WuIOmSHEMu8,
tv.naver.com/v/9398949,O,WuIOmSHEMu8,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
??,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
외국인,O,fXlEZ2eEtqM,
을,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
위한,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
대구,B_LOC,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
자유여행,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
동영상,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
설명서,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
8편,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
경주,B_LOC,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
여행,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
필수코스!,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
첨성대,B_TOR,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
핑크뮬리,O,fXlEZ2eEtqM,
에서,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
사진,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
찍고,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
동궁,B_TOR,fXlEZ2eEtqM,
과,I_TOR,fXlEZ2eEtqM,
월지,I_TOR,fXlEZ2eEtqM,
",",O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
경주국립박물관,B_TOR,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
투어하면,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
당일치기,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
여행,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
끝~,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
??,O,fXlEZ2eEtqM,
대구자유여행,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
2일차,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
코스,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
→시외버스타기→,O,fXlEZ2eEtqM,
대릉원,B_TOR,fXlEZ2eEtqM,
",",O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
천마총,B_TOR,fXlEZ2eEtqM,
→,O,fXlEZ2eEtqM,
점심,O,fXlEZ2eEtqM,
(,O,fXlEZ2eEtqM,
황남맷돌순두부,B_RES,fXlEZ2eEtqM,
)→,O,fXlEZ2eEtqM,
황리단길,B_TOR,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
카페,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
',O,fXlEZ2eEtqM,
가봉반과,B_CAF,fXlEZ2eEtqM,
'→,O,fXlEZ2eEtqM,
첨성대,B_TOR,fXlEZ2eEtqM,
→,O,fXlEZ2eEtqM,
동궁과월지,B_TOR,fXlEZ2eEtqM,
→,O,fXlEZ2eEtqM,
경주국립박물관,B_TOR,fXlEZ2eEtqM,
→,O,fXlEZ2eEtqM,
경주교촌마을,B_TOR,fXlEZ2eEtqM,
→,O,fXlEZ2eEtqM,
교리김밥,B_RES,fXlEZ2eEtqM,
→,O,fXlEZ2eEtqM,
대구,B_LOC,fXlEZ2eEtqM,
복귀→,O,fXlEZ2eEtqM,
저녁,O,fXlEZ2eEtqM,
(,O,fXlEZ2eEtqM,
)→쇼핑(,O,fXlEZ2eEtqM,
),O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
??,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
대릉원,B_TOR,fXlEZ2eEtqM,
(,O,fXlEZ2eEtqM,
천마총,B_TOR,fXlEZ2eEtqM,
"),",O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
동궁과월지,B_TOR,fXlEZ2eEtqM,
(안압지),B_TOR,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
이용,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
안내,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
http://gjfmc.or.kr/gjsiseol/facility/facilityTab1.do?classId=TOUR&itemId=T0000005,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
??,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
경주국립박물관,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
사이트,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
여행능력자들,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
본,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
사이트,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
상의,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
영상,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
및,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
를,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
포함한,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
모든,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
콘텐츠에,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
대한,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
법적,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
권리는,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
회사,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
',O,fXlEZ2eEtqM,
능,O,fXlEZ2eEtqM,
력자들'에,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
"있으며,",O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
해당,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
콘텐츠를,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
무단으로,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
"복제,",O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
도용하거나,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
"전송,",O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
영상을,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
통한,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
상업적,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
이득을,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
취하는,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
행위는,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
관련,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
법률에,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
의거하여,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
처벌될,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
수,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
있음을,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
알려드립니다.,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
본,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
창작물은,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
2019년,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
',O,fXlEZ2eEtqM,
',O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
지원작,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
입니다.,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
#,O,fXlEZ2eEtqM,
여행능력자,O,fXlEZ2eEtqM,
들,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
#,O,fXlEZ2eEtqM,
경주,B_LOC,fXlEZ2eEtqM,
여행,O,fXlEZ2eEtqM,
 ,O,fXlEZ2eEtqM,
#,O,fXlEZ2eEtqM,
경주,B_LOC,fXlEZ2eEtqM,
가볼만한곳,O,fXlEZ2eEtqM,
ㅡㅡㅡ,ㅡㅡㅡ,ㅡㅡㅡ,
안녕하세요,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
따뜻한,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
낮잠입니다.,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
????,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
오랜만에,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
영상을,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
가지고,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
찾아왔어요.,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
사실,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
처음,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
너무,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
큰,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
기대를,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
안고,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
시작했던,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
탓인지,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
제가,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
생각했던,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
기대치,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
만큼,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
많은,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
분들이,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
찾아봐,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
주시지,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
않아,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
한달여 동안,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
그동안,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
올린,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
영상들을,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
보며,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
고민해보는,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
시간을,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
가졌답니다,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
:),O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
하지만,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
제,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
영상을,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
좋아해주시고,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
응원해주시는,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
분들이,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
계신,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
덕분에,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
아직,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
부족하지만,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
나름대로,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
계속,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
열심히,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
해봐야지,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
라는,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
결론을,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
내렸어요!,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
또한,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
한달 간,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
제,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
영상을,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
보며,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
분석해,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
본,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
바,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
저,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
스스로,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
생각해봤을,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
때,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
(음,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
근데,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
따뜻한,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
낮잠의,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
뚜렷한,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
컨텐츠가,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
뭘까?),O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
라는,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
생각도,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
했어요.,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
저는,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
컨텐츠,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
이름인,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
',O,y0cP5FmMvzo,
따뜻한 낮잠,O,y0cP5FmMvzo,
',O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
처럼,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
힘든,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
하루,O,y0cP5FmMvzo,
에,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
잠시나마,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
제,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
영상이,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
일상의,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
쉼이,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
되길,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
바라는,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
마음이랍니다.,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
그래서,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
무언가를,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
만들고,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
요리하는,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
걸,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
좋아하는,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
저는,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
주로,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
요리와,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
힐링이,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
될,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
만한,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
예쁜,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
영상들을,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
올리고,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
있어요.,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
뚜렷한,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
컨셉이,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
정해해지,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
않아,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
그게,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
고민이지만,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
지금은,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
보시는,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
여러분들이,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
좋아할,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
만한,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
여러가지를,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
해볼,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
생각이고,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
차차,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
그게,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
무엇인지,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
찾아갈,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
생각입니다.,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
??,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
최대한,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
좋은,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
퀄리티의,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
영상을,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
보여드리고,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
싶은,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
마음에,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
찍고,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
편집,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
하기를,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
몇,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
번에,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
걸쳐,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
조금은,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
늦어질,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
때도,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
있을거예요,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
신중에,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
신중을,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
기하는,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
성격탓이기고,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
하고요.??,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
그래서,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
영상을,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
찍는,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
것부터,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
편집까지의,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
과정이,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
수고롭고,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
힘이,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
들,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
때도,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
있지만,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
저,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
역시,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
완성된,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
영상에,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
뿌듯함을,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
느끼고,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
좋아해주시는,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
분들에게서,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
큰,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
힘을,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
얻습니다.,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
이번 봄,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
꽃,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
화과자,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
"만들기,",O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
경주,B_LOC,y0cP5FmMvzo,
"여행,",O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
애플워치6,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
"언박싱,",O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
미술관,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
전시,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
투어,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
일상,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
브이로그,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
영상도,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
많이,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
봐주세요.,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
오늘,O,y0cP5FmMvzo,
도,O,y0cP5FmMvzo,
 ,O,y0cP5FmMvzo,
